,Year,Quater,Transaction_type,Total_Transaction,Transaction_amount,state_name
393,2018,4,Others,521147,380139546.93821603,Andhra Pradesh
394,2022,1,Peer-to-peer payments,2517626,12169368063.4095,Manipur
395,2022,1,Recharge & bill payments,1528476,469035958.34841275,Manipur
396,2022,1,Merchant payments,1247205,1489604137.2090888,Manipur
397,2022,1,Financial Services,4878,6057615.527015026,Manipur
398,2022,1,Others,15494,10435303.87979853,Manipur
399,2022,2,Peer-to-peer payments,2843426,12704512238.809605,Manipur
400,2022,2,Merchant payments,1709547,1757831052.0706987,Manipur
401,2022,2,Recharge & bill payments,1533778,448637966.718931,Manipur
402,2022,2,Financial Services,4069,4753628.558008127,Manipur
403,2022,2,Others,14812,7175748.992065379,Manipur
404,2022,3,Peer-to-peer payments,3127266,12927705072.13747,Manipur
405,2022,3,Merchant payments,1829741,2010460357.0881667,Manipur
406,2022,3,Recharge & bill payments,1379911,432182393.84038734,Manipur
407,2022,3,Financial Services,4524,4671353.405444902,Manipur
408,2022,3,Others,11300,6411090.828254536,Manipur
409,2022,4,Peer-to-peer payments,3259645,13133729481.472115,Manipur
410,2022,4,Merchant payments,1828984,2074698993.4220653,Manipur
411,2022,4,Recharge & bill payments,1325391,406031254.0798015,Manipur
412,2022,4,Financial Services,4691,5754919.963910458,Manipur
413,2022,4,Others,9959,5742049.403589871,Manipur
414,2019,1,Peer-to-peer payments,127067,619919870.7455351,Manipur
415,2019,1,Recharge & bill payments,120000,22106830.369149238,Manipur
416,2019,1,Merchant payments,15190,14580183.380707521,Manipur
417,2019,1,Financial Services,800,174777.17283837448,Manipur
418,2019,1,Others,2352,3116398.755848917,Manipur
419,2019,2,Peer-to-peer payments,120153,679785849.1398683,Manipur
420,2019,2,Recharge & bill payments,116500,23573234.273060285,Manipur
421,2019,2,Merchant payments,18044,15996651.145700552,Manipur
422,2019,2,Financial Services,387,91955.01538259834,Manipur
423,2019,2,Others,2341,3342252.5754885403,Manipur
424,2019,3,Recharge & bill payments,180057,36634657.049143404,Manipur
425,2019,3,Peer-to-peer payments,144965,803335616.6325192,Manipur
426,2019,3,Merchant payments,17683,20490224.443041254,Manipur
427,2019,3,Financial Services,358,367865.7884662621,Manipur
428,2019,3,Others,1945,2723638.649764262,Manipur
429,2019,4,Recharge & bill payments,212136,44202546.57396081,Manipur
430,2019,4,Peer-to-peer payments,211927,1123258478.445069,Manipur
431,2019,4,Merchant payments,23094,30486780.446382143,Manipur
432,2019,4,Financial Services,548,240641.7657683481,Manipur
433,2019,4,Others,1639,2709234.857456133,Manipur
434,2021,1,Peer-to-peer payments,1117829,6402367883.667423,Manipur
435,2021,1,Recharge & bill payments,796590,223955812.58644393,Manipur
436,2021,1,Merchant payments,377280,433297594.1352152,Manipur
437,2021,1,Financial Services,3398,4385333.1754908115,Manipur
438,2021,1,Others,8438,6280890.914669826,Manipur
439,2021,2,Peer-to-peer payments,1372821,7041837917.785187,Manipur
440,2021,2,Recharge & bill payments,1187952,305103750.5728581,Manipur
441,2021,2,Merchant payments,510734,531484849.4914169,Manipur
442,2021,2,Financial Services,4165,4256098.232237183,Manipur
443,2021,2,Others,10603,7145346.314942012,Manipur
444,2021,3,Peer-to-peer payments,1819423,9134806594.52819,Manipur
445,2021,3,Recharge & bill payments,1368584,367664440.53237265,Manipur
446,2021,3,Merchant payments,735707,889317377.086526,Manipur
447,2021,3,Financial Services,3460,5625517.975461649,Manipur
448,2021,3,Others,14222,9447098.78230339,Manipur
449,2021,4,Peer-to-peer payments,2199970,10998828287.529043,Manipur
450,2021,4,Recharge & bill payments,1451488,412791673.8037664,Manipur
451,2021,4,Merchant payments,1013985,1229517397.4561875,Manipur
452,2021,4,Financial Services,4671,5941100.580610943,Manipur
453,2021,4,Others,17325,11393578.842227157,Manipur
454,2020,1,Peer-to-peer payments,451733,2458093401.740467,Manipur
455,2020,1,Recharge & bill payments,285234,62688260.379548095,Manipur
456,2020,1,Merchant payments,78067,74202067.0664826,Manipur
457,2020,1,Financial Services,622,354184.4660589617,Manipur
458,2020,1,Others,3145,3252467.2243867153,Manipur
459,2020,2,Peer-to-peer payments,533206,2980242535.075443,Manipur
460,2020,2,Recharge & bill payments,450830,107589094.29890464,Manipur
461,2020,2,Merchant payments,92110,106540409.29886684,Manipur
462,2020,2,Financial Services,1676,1457570.8004862315,Manipur
463,2020,2,Others,5246,3106603.331810386,Manipur
464,2020,3,Peer-to-peer payments,774786,4301284799.331292,Manipur
465,2020,3,Recharge & bill payments,464659,113190539.14969069,Manipur
466,2020,3,Merchant payments,170653,195132026.6311202,Manipur
467,2020,3,Financial Services,1878,1593035.944066228,Manipur
468,2020,3,Others,8192,4775719.8143366445,Manipur
469,2020,4,Peer-to-peer payments,892853,5172499337.530437,Manipur
470,2020,4,Recharge & bill payments,436450,114202616.34869762,Manipur
471,2020,4,Merchant payments,289050,307902115.38207734,Manipur
472,2020,4,Financial Services,1806,2448402.9142817147,Manipur
473,2020,4,Others,7693,5172086.283260544,Manipur
474,2018,1,Recharge & bill payments,50212,6463184.554711691,Manipur
475,2018,1,Peer-to-peer payments,26382,115495173.55796441,Manipur
476,2018,1,Financial Services,2660,412579.53985461866,Manipur
477,2018,1,Merchant payments,1614,3616475.6407912206,Manipur
478,2018,1,Others,3201,2058760.6368871084,Manipur
479,2018,2,Recharge & bill payments,77991,11541247.784420915,Manipur
480,2018,2,Peer-to-peer payments,60365,232157389.7914803,Manipur
481,2018,2,Financial Services,5992,1241901.2660397931,Manipur
482,2018,2,Merchant payments,4041,5366759.827729835,Manipur
483,2018,2,Others,3332,2902422.6498233806,Manipur
484,2018,3,Peer-to-peer payments,95204,357768750.1845896,Manipur
485,2018,3,Recharge & bill payments,81323,13912990.484925149,Manipur
486,2018,3,Merchant payments,7396,9180953.977358334,Manipur
487,2018,3,Financial Services,2577,333081.6368315,Manipur
488,2018,3,Others,2758,2135468.510417797,Manipur
489,2018,4,Recharge & bill payments,113507,18898063.282383174,Manipur
490,2018,4,Peer-to-peer payments,104872,562009595.9601889,Manipur
491,2018,4,Merchant payments,13333,20685433.28430717,Manipur
492,2018,4,Financial Services,1452,307325.2437723951,Manipur
493,2018,4,Others,2946,3783141.5353601985,Manipur
494,2022,1,Merchant payments,98346418,62565728158.2885,Haryana
495,2022,1,Peer-to-peer payments,74499889,263547240999.68338,Haryana
496,2022,1,Recharge & bill payments,18494827,14765350795.965681,Haryana
497,2022,1,Financial Services,107240,146586164.62792295,Haryana
498,2022,1,Others,540235,279136534.21161634,Haryana
499,2022,2,Merchant payments,130033573,76926347115.76375,Haryana
500,2022,2,Peer-to-peer payments,84219451,300504797205.2718,Haryana
501,2022,2,Recharge & bill payments,20011709,17457331653.445232,Haryana
502,2022,2,Financial Services,89805,120610061.5284536,Haryana
503,2022,2,Others,345424,224949213.49711913,Haryana
504,2022,3,Merchant payments,151278013,87063736519.87311,Haryana
505,2022,3,Peer-to-peer payments,95071203,319374569105.9015,Haryana
506,2022,3,Recharge & bill payments,22592966,21247984018.682095,Haryana
507,2022,3,Financial Services,111032,144937203.2864578,Haryana
508,2022,3,Others,308596,223267730.28330007,Haryana
509,2022,4,Merchant payments,169685872,102918159834.12416,Haryana
510,2022,4,Peer-to-peer payments,102993798,364514204185.1917,Haryana
511,2022,4,Recharge & bill payments,23545059,22666085169.84729,Haryana
512,2022,4,Financial Services,118488,152488074.9943577,Haryana
513,2022,4,Others,305148,239722615.94605047,Haryana
514,2019,1,Peer-to-peer payments,12622225,30283578836.61907,Haryana
515,2019,1,Recharge & bill payments,5576577,2202061874.5361757,Haryana
516,2019,1,Merchant payments,3361995,1292375556.3150868,Haryana
517,2019,1,Financial Services,101786,15201736.002431491,Haryana
518,2019,1,Others,473192,258437718.15887585,Haryana
519,2019,2,Peer-to-peer payments,10387562,37056084813.57578,Haryana
520,2019,2,Recharge & bill payments,5902923,2838724048.0896106,Haryana
521,2019,2,Merchant payments,5738283,2292901816.1432047,Haryana
522,2019,2,Financial Services,57488,12080285.227121718,Haryana
523,2019,2,Others,655560,301748850.1804938,Haryana
524,2019,3,Peer-to-peer payments,11775288,43738290119.9285,Haryana
525,2019,3,Merchant payments,9386779,3615636827.8118167,Haryana
526,2019,3,Recharge & bill payments,8289987,4817098564.823641,Haryana
527,2019,3,Financial Services,61503,16715100.880217994,Haryana
528,2019,3,Others,829974,301378585.9978597,Haryana
529,2019,4,Peer-to-peer payments,15729819,58242027266.14443,Haryana
530,2019,4,Merchant payments,11615667,5253780278.236426,Haryana
531,2019,4,Recharge & bill payments,9648003,5637358525.756194,Haryana
532,2019,4,Financial Services,41688,13756049.144287623,Haryana
533,2019,4,Others,790808,212797749.81994924,Haryana
534,2021,1,Merchant payments,39363588,23389100227.155342,Haryana
535,2021,1,Peer-to-peer payments,36764622,135970636784.61835,Haryana
536,2021,1,Recharge & bill payments,13680353,9260346909.440674,Haryana
537,2021,1,Financial Services,79784,99672809.99228218,Haryana
538,2021,1,Others,364437,218544351.22172093,Haryana
539,2021,2,Merchant payments,45335533,29119078263.957985,Haryana
540,2021,2,Peer-to-peer payments,44086559,161073685336.6668,Haryana
541,2021,2,Recharge & bill payments,15861047,9839496894.971409,Haryana
542,2021,2,Financial Services,85821,97238136.09517692,Haryana
543,2021,2,Others,311896,227855606.99266592,Haryana
544,2021,3,Merchant payments,66885213,40190922826.60629,Haryana
545,2021,3,Peer-to-peer payments,55929958,188548678300.5247,Haryana
546,2021,3,Recharge & bill payments,17087955,11681457468.964512,Haryana
547,2021,3,Financial Services,77496,116592181.46997279,Haryana
548,2021,3,Others,479071,289441481.64370304,Haryana
549,2021,4,Merchant payments,84993587,56325102920.50671,Haryana
550,2021,4,Peer-to-peer payments,66548306,238638993818.09595,Haryana
551,2021,4,Recharge & bill payments,17632752,13817258646.066364,Haryana
552,2021,4,Financial Services,105050,151421306.61683068,Haryana
553,2021,4,Others,407280,307822609.17479354,Haryana
554,2020,1,Peer-to-peer payments,17728235,68367245528.07149,Haryana
555,2020,1,Merchant payments,14327020,7075196609.224878,Haryana
556,2020,1,Recharge & bill payments,11346112,6331682016.516322,Haryana
557,2020,1,Financial Services,34488,25266730.1883267,Haryana
558,2020,1,Others,600232,176823674.24305555,Haryana
559,2020,2,Peer-to-peer payments,17334369,66645492690.67839,Haryana
560,2020,2,Recharge & bill payments,12740328,6547618491.532405,Haryana
561,2020,2,Merchant payments,11527654,7393393677.758501,Haryana
562,2020,2,Financial Services,48759,49209527.29146181,Haryana
563,2020,2,Others,129940,75550536.67993587,Haryana
564,2020,3,Peer-to-peer payments,24123449,88796356487.11024,Haryana
565,2020,3,Merchant payments,20845136,12141560866.982178,Haryana
566,2020,3,Recharge & bill payments,12716319,8452802892.504496,Haryana
567,2020,3,Financial Services,66457,80854296.9304013,Haryana
568,2020,3,Others,186818,96375902.20346308,Haryana
569,2020,4,Merchant payments,34063692,21382305452.06797,Haryana
570,2020,4,Peer-to-peer payments,33920789,128613933346.85507,Haryana
571,2020,4,Recharge & bill payments,14682896,9675471300.731653,Haryana
572,2020,4,Financial Services,84881,103265693.75364488,Haryana
573,2020,4,Others,419181,223528573.1334415,Haryana
574,2018,1,Recharge & bill payments,2368002,535578755.07945114,Haryana
575,2018,1,Peer-to-peer payments,1607193,5814807510.68666,Haryana
576,2018,1,Merchant payments,167816,173513595.3537558,Haryana
577,2018,1,Financial Services,128636,27501068.014126316,Haryana
578,2018,1,Others,209123,242110585.52640373,Haryana
579,2018,2,Recharge & bill payments,3054284,984897276.651981,Haryana
580,2018,2,Peer-to-peer payments,2388953,9745924809.851494,Haryana
581,2018,2,Merchant payments,369916,334118261.45344114,Haryana
582,2018,2,Financial Services,167570,38145882.44180386,Haryana
583,2018,2,Others,170208,217328211.71769944,Haryana
584,2018,3,Peer-to-peer payments,3753981,14429454356.345787,Haryana
585,2018,3,Recharge & bill payments,3203386,1310467515.0605886,Haryana
586,2018,3,Merchant payments,1003057,427387637.9335371,Haryana
587,2018,3,Financial Services,100452,17323790.814170156,Haryana
588,2018,3,Others,201148,190505707.47361812,Haryana
589,2018,4,Peer-to-peer payments,5905032,22416919746.93868,Haryana
590,2018,4,Recharge & bill payments,4116262,1671040703.7317612,Haryana
591,2018,4,Merchant payments,2413446,1013407379.8963095,Haryana
592,2018,4,Financial Services,120711,22252543.62175617,Haryana
593,2018,4,Others,394732,267255642.26742023,Haryana
594,2022,1,Merchant payments,101648378,79563412221.78397,Gujarat
595,2022,1,Peer-to-peer payments,77768758,292439274688.30835,Gujarat
596,2022,1,Recharge & bill payments,30473298,20042066374.66357,Gujarat
597,2022,1,Financial Services,160423,187077879.38466492,Gujarat
598,2022,1,Others,496289,316261089.4073821,Gujarat
599,2022,2,Merchant payments,131610193,95585623258.23604,Gujarat
600,2022,2,Peer-to-peer payments,86423696,326945780476.59766,Gujarat
601,2022,2,Recharge & bill payments,33424931,23844933238.40894,Gujarat
602,2022,2,Financial Services,125180,142685436.4192669,Gujarat
603,2022,2,Others,468796,278978567.1836352,Gujarat
604,2022,3,Merchant payments,161264265,109018764232.99393,Gujarat
605,2022,3,Peer-to-peer payments,103034790,359338045092.0105,Gujarat
606,2022,3,Recharge & bill payments,38383683,28649040040.502144,Gujarat
607,2022,3,Financial Services,152053,162173602.84596294,Gujarat
608,2022,3,Others,404941,269479241.0969004,Gujarat
609,2022,4,Merchant payments,186533503,125585214989.03009,Gujarat
610,2022,4,Peer-to-peer payments,114868478,411053364214.2685,Gujarat
611,2022,4,Recharge & bill payments,39167297,30789927498.953297,Gujarat
612,2022,4,Financial Services,179101,194314203.00804448,Gujarat
613,2022,4,Others,407639,295484431.2780074,Gujarat
614,2019,1,Peer-to-peer payments,13465044,31231285551.308655,Gujarat
615,2019,1,Recharge & bill payments,8595256,3104251732.6516943,Gujarat
616,2019,1,Merchant payments,2493340,1296376125.1752787,Gujarat
617,2019,1,Financial Services,114539,19581520.569400217,Gujarat
618,2019,1,Others,323272,204585378.77191538,Gujarat
619,2019,2,Peer-to-peer payments,12547493,41853661230.46585,Gujarat
620,2019,2,Recharge & bill payments,10434449,4651874823.428602,Gujarat
621,2019,2,Merchant payments,5486791,2526448415.3585706,Gujarat
622,2019,2,Financial Services,70502,17349813.389733132,Gujarat
623,2019,2,Others,442607,271280936.6247084,Gujarat
624,2019,3,Peer-to-peer payments,14529353,49206585462.018684,Gujarat
625,2019,3,Merchant payments,11788077,4211116461.2911887,Gujarat
626,2019,3,Recharge & bill payments,11349625,5768100024.478059,Gujarat
627,2019,3,Financial Services,78609,20507001.233050577,Gujarat
628,2019,3,Others,482985,256386015.24681717,Gujarat
629,2019,4,Peer-to-peer payments,19107911,64477452638.7778,Gujarat
630,2019,4,Recharge & bill payments,12967713,6517891166.722656,Gujarat
631,2019,4,Merchant payments,9964076,5480269119.720948,Gujarat
632,2019,4,Financial Services,63498,20202767.26414788,Gujarat
633,2019,4,Others,444434,194846362.42851496,Gujarat
634,2021,1,Peer-to-peer payments,36427493,144818968373.02933,Gujarat
635,2021,1,Merchant payments,35815382,26512643894.003174,Gujarat
636,2021,1,Recharge & bill payments,22088838,11996115292.377842,Gujarat
637,2021,1,Financial Services,126380,137612317.73580322,Gujarat
638,2021,1,Others,316472,235440836.3042438,Gujarat
639,2021,2,Merchant payments,42593432,33542305033.829506,Gujarat
640,2021,2,Peer-to-peer payments,41642387,162483567902.30194,Gujarat
641,2021,2,Recharge & bill payments,27127405,13750783181.944221,Gujarat
642,2021,2,Financial Services,128647,136119996.7022825,Gujarat
643,2021,2,Others,349525,249278437.33914098,Gujarat
644,2021,3,Merchant payments,62934471,48197579736.51646,Gujarat
645,2021,3,Peer-to-peer payments,56134212,208013326600.62402,Gujarat
646,2021,3,Recharge & bill payments,29580901,15945997372.058683,Gujarat
647,2021,3,Financial Services,125167,163304131.1436523,Gujarat
648,2021,3,Others,473656,304418273.24545926,Gujarat
649,2021,4,Merchant payments,84846502,68717933161.8696,Gujarat
650,2021,4,Peer-to-peer payments,67301686,254338740726.63605,Gujarat
651,2021,4,Recharge & bill payments,30072479,18739034341.66239,Gujarat
652,2021,4,Financial Services,175393,209214620.7057898,Gujarat
653,2021,4,Others,591265,377657202.7539646,Gujarat
654,2020,1,Peer-to-peer payments,19068093,72393727235.07784,Gujarat
655,2020,1,Recharge & bill payments,15648472,7197595156.690899,Gujarat
656,2020,1,Merchant payments,12191478,7210758662.281933,Gujarat
657,2020,1,Financial Services,50753,27460255.45966168,Gujarat
658,2020,1,Others,367621,165535312.39278784,Gujarat
659,2020,2,Recharge & bill payments,19971660,8322688556.990006,Gujarat
660,2020,2,Peer-to-peer payments,17569398,64723140394.22913,Gujarat
661,2020,2,Merchant payments,9645967,7196610931.561442,Gujarat
662,2020,2,Financial Services,59617,53132341.305008195,Gujarat
663,2020,2,Others,173543,92274135.40504411,Gujarat
664,2020,3,Peer-to-peer payments,23130724,89142122337.25531,Gujarat
665,2020,3,Merchant payments,18338969,12749796641.785404,Gujarat
666,2020,3,Recharge & bill payments,17481357,9820654243.80882,Gujarat
667,2020,3,Financial Services,92278,84723188.62104335,Gujarat
668,2020,3,Others,246851,124456073.24163358,Gujarat
669,2020,4,Peer-to-peer payments,29967258,116743230330.36209,Gujarat
670,2020,4,Merchant payments,28430460,20844321156.652935,Gujarat
671,2020,4,Recharge & bill payments,18943669,10441981826.080866,Gujarat
672,2020,4,Financial Services,113371,120056733.8865249,Gujarat
673,2020,4,Others,373789,243470065.45681778,Gujarat
674,2018,1,Recharge & bill payments,3691952,878929080.9916563,Gujarat
675,2018,1,Peer-to-peer payments,1738974,6318864759.888066,Gujarat
676,2018,1,Merchant payments,145436,166036667.57089135,Gujarat
677,2018,1,Financial Services,122117,27986679.009713165,Gujarat
678,2018,1,Others,250296,186165067.5737218,Gujarat
679,2018,2,Recharge & bill payments,4643367,1571880396.377953,Gujarat
680,2018,2,Peer-to-peer payments,2483231,10009680530.386887,Gujarat
